id,show_name,show_date,start_time,end_time,theater,section,row,seat,accessible_seat,paid,payment_method
446,donec,"2017-07-27 24:41:00","2013-08-28 24:58:00","2017-07-20 24:54:00",theater2,k,446,41,false,true,credit
447,non,"2011-04-16 21:58:00","2016-04-03 24:33:00","2015-04-22 14:27:00",theater1,b,447,84,false,true,credit
448,aenean,"2012-01-16 04:55:00","2017-00-13 24:45:00","2010-00-01 24:55:00",theater2,V,448,95,false,false,credit
449,velit,"2010-06-07 10:54:00","2012-00-20 23:59:00","2016-04-21 24:58:00",theater1,y,449,74,false,false,cash
450,in,"2013-00-04 22:33:00","2011-08-23 04:37:00","2011-03-20 24:49:00",theater2,p,450,95,false,false,cash
451,augue,"2013-00-27 23:40:00","2010-06-28 04:50:00","2019-04-07 23:47:00",theater1,e,451,73,true,false,cash
452,quisque,"2016-07-26 04:23:00","2015-09-24 20:55:00","2011-09-27 23:49:00",theater1,I,452,46,false,true,cash
453,ipsum,"2018-00-26 20:53:00","2015-06-26 22:46:00","2012-06-26 13:53:00",theater2,M,453,32,false,true,cash
454,nulla,"2019-05-28 12:40:00","2018-04-18 23:37:00","2011-00-17 04:30:00",theater1,h,454,76,false,false,check
455,vestibulum,"2017-05-19 21:52:00","2010-08-11 23:40:00","2019-04-28 04:33:00",theater1,n,455,80,false,true,check
456,in,"2014-03-09 04:51:00","2012-03-06 22:52:00","2014-06-28 04:58:00",theater2,l,456,02,false,true,credit
457,nullam,"2013-01-14 23:52:00","2017-05-24 14:58:00","2012-07-20 12:34:00",theater2,O,457,97,false,true,credit
458,elementum,"2019-09-27 04:58:00","2018-02-22 24:08:00","2013-05-11 24:44:00",theater2,L,458,79,false,false,check
459,condimentum,"2018-03-21 24:46:00","2011-00-26 04:35:00","2019-07-27 23:50:00",theater1,w,459,47,true,true,check
460,amet,"2019-05-20 03:55:00","2017-04-20 01:54:00","2010-06-06 23:57:00",theater2,a,460,30,false,true,credit
461,vestibulum,"2013-05-29 13:56:00","2016-02-00 23:46:00","2012-07-20 12:03:00",theater1,J,461,09,false,false,credit
462,nulla,"2012-08-04 24:43:00","2018-06-24 24:43:00","2013-00-27 04:50:00",theater2,M,462,33,false,false,cash
463,tortor,"2011-02-08 24:50:00","2018-02-15 24:56:00","2017-05-26 04:47:00",theater1,l,463,35,true,false,cash
464,ultrices,"2016-08-02 24:57:00","2010-03-04 04:50:00","2013-07-25 23:57:00",theater2,s,464,74,false,true,cash
465,in,"2011-07-09 23:46:00","2016-01-27 04:50:00","2017-00-29 22:59:00",theater1,g,465,09,true,true,credit
466,praesent,"2010-08-13 04:46:00","2011-02-02 24:34:00","2016-03-08 24:22:00",theater1,W,466,66,true,false,credit
467,ligula,"2019-06-28 03:21:00","2013-04-12 14:47:00","2011-02-23 04:51:00",theater1,B,467,53,true,true,cash
468,magna,"2016-00-28 13:41:00","2016-08-25 22:41:00","2013-00-25 22:58:00",theater1,g,468,58,false,true,check
469,lacinia,"2014-08-20 14:54:00","2019-05-25 10:31:00","2011-09-26 23:53:00",theater1,f,469,15,false,true,credit
470,sed,"2014-06-18 04:48:00","2013-05-14 24:35:00","2013-00-19 14:51:00",theater2,D,470,96,false,true,credit
471,mattis,"2019-00-04 12:06:00","2013-00-27 21:23:00","2018-04-22 23:59:00",theater1,X,471,97,true,false,cash
472,mattis,"2017-06-24 04:52:00","2014-00-17 10:44:00","2018-02-20 24:54:00",theater2,z,472,05,true,false,check
473,sapien,"2014-00-19 03:41:00","2010-05-21 23:50:00","2016-06-18 22:55:00",theater1,V,473,04,true,true,credit
474,ante,"2012-06-18 13:54:00","2010-03-23 10:50:00","2018-04-26 14:41:00",theater2,I,474,07,true,true,credit
475,nullam,"2015-01-03 11:35:00","2010-05-03 24:25:00","2016-01-11 24:35:00",theater1,P,475,41,false,false,cash
476,mauris,"2015-09-21 04:59:00","2013-00-19 13:47:00","2010-05-21 03:44:00",theater1,F,476,26,true,false,credit
477,vivamus,"2014-01-21 24:14:00","2012-07-28 03:41:00","2011-06-07 14:51:00",theater2,G,477,01,true,false,check
478,enim,"2017-02-16 14:41:00","2010-09-20 00:43:00","2013-01-25 14:30:00",theater1,p,478,24,true,true,credit
479,proin,"2017-06-12 23:52:00","2014-06-18 24:43:00","2016-04-22 13:56:00",theater2,f,479,55,true,true,cash
480,amet,"2014-08-04 10:53:00","2010-00-21 23:54:00","2011-01-03 14:52:00",theater1,B,480,60,false,false,credit
481,sit,"2015-07-15 22:45:00","2017-04-17 23:59:00","2010-09-11 24:45:00",theater2,f,481,44,true,false,check
482,ut,"2014-04-29 02:57:00","2016-01-25 14:34:00","2012-09-25 04:43:00",theater1,X,482,14,true,false,cash
483,lacinia,"2016-02-25 24:53:00","2017-04-04 22:55:00","2017-00-08 24:56:00",theater1,i,483,69,false,false,check
484,pharetra,"2014-07-12 23:30:00","2016-01-26 24:42:00","2011-02-17 24:48:00",theater2,l,484,59,false,true,cash
485,urna,"2017-02-16 14:51:00","2013-00-06 23:47:00","2011-09-13 22:32:00",theater2,C,485,45,false,true,credit
486,sed,"2018-08-02 04:53:00","2017-06-26 01:59:00","2014-06-21 24:50:00",theater2,C,486,55,false,true,cash
487,sagittis,"2013-04-26 04:47:00","2013-05-06 24:45:00","2012-04-25 02:42:00",theater1,x,487,64,false,false,cash
488,non,"2015-08-05 02:52:00","2012-07-25 24:48:00","2010-01-23 14:43:00",theater2,K,488,70,false,true,check
489,augue,"2014-02-27 24:48:00","2011-09-20 10:27:00","2010-01-01 24:48:00",theater2,c,489,17,false,false,check
490,sit,"2015-03-24 24:50:00","2013-06-28 24:55:00","2017-08-28 03:40:00",theater2,Z,490,78,true,false,cash
491,suscipit,"2010-01-20 12:58:00","2012-03-22 04:50:00","2012-03-22 00:57:00",theater1,N,491,90,false,true,credit
492,odio,"2011-02-25 00:32:00","2018-05-27 24:32:00","2010-02-12 24:44:00",theater1,D,492,02,false,true,check
493,sit,"2017-05-28 04:49:00","2019-08-10 24:02:00","2019-06-20 14:58:00",theater2,l,493,69,true,true,check
494,turpis,"2018-05-23 23:15:00","2016-04-15 02:54:00","2014-09-01 14:54:00",theater2,t,494,79,true,false,check
495,in,"2011-07-05 24:41:00","2010-05-21 24:49:00","2016-04-10 14:45:00",theater1,U,495,66,false,true,cash
496,lorem,"2018-06-23 24:58:00","2017-08-03 23:48:00","2012-09-29 24:50:00",theater2,Z,496,64,false,true,cash
497,consequat,"2014-04-27 13:43:00","2016-01-15 03:37:00","2010-08-27 24:44:00",theater2,n,497,10,true,true,check
498,est,"2019-04-25 03:56:00","2019-01-08 24:43:00","2019-00-20 24:54:00",theater1,t,498,63,true,true,check
499,adipiscing,"2015-09-23 01:53:00","2013-06-27 24:49:00","2018-04-00 23:22:00",theater1,i,499,49,true,true,check
500,sociis,"2014-07-14 23:54:00","2013-02-29 13:52:00","2014-02-11 12:46:00",theater1,z,500,02,true,true,cash
501,velit,"2013-03-25 14:56:00","2017-01-18 23:42:00","2013-03-07 24:24:00",theater2,c,501,34,true,true,cash
502,scelerisque,"2018-09-06 24:41:00","2014-09-21 10:38:00","2014-00-25 04:51:00",theater1,x,502,08,true,true,credit
503,luctus,"2019-07-01 14:47:00","2019-06-27 03:46:00","2017-02-07 23:53:00",theater1,M,503,51,true,false,cash
504,nunc,"2016-05-12 00:53:00","2013-03-24 12:51:00","2010-06-25 24:54:00",theater2,V,504,71,true,false,check
505,sem,"2018-00-00 23:54:00","2016-03-03 04:40:00","2017-05-20 14:43:00",theater1,v,505,66,false,false,credit
506,erat,"2016-01-01 24:52:00","2018-05-21 01:51:00","2010-04-27 03:53:00",theater2,Z,506,34,false,true,credit
507,cursus,"2014-05-04 24:59:00","2013-04-25 13:56:00","2018-07-11 24:59:00",theater2,P,507,29,false,false,cash
508,ut,"2011-09-17 04:43:00","2019-04-28 14:14:00","2010-08-11 24:52:00",theater2,U,508,53,false,true,check
509,diam,"2011-00-16 21:55:00","2017-01-29 14:41:00","2019-05-27 04:55:00",theater1,s,509,90,true,true,check
510,ullamcorper,"2010-09-12 13:54:00","2010-06-24 22:59:00","2013-08-11 14:54:00",theater2,M,510,71,false,true,cash
511,maecenas,"2018-06-08 20:52:00","2018-00-22 24:55:00","2018-08-23 24:47:00",theater1,Q,511,81,true,true,cash
512,habitasse,"2016-03-19 13:49:00","2012-07-06 02:35:00","2010-05-24 00:49:00",theater1,R,512,25,true,true,cash
513,justo,"2014-06-28 23:53:00","2012-03-23 14:42:00","2013-02-23 24:53:00",theater1,s,513,79,true,true,cash
514,ultrices,"2012-05-07 22:58:00","2017-06-25 04:42:00","2019-07-21 24:51:00",theater2,N,514,71,true,false,cash
515,sagittis,"2015-09-27 24:37:00","2013-03-12 24:58:00","2013-00-21 24:48:00",theater2,h,515,88,false,true,cash
516,pede,"2013-02-14 14:53:00","2014-02-13 04:26:00","2013-01-22 24:53:00",theater2,X,516,35,true,false,check
517,amet,"2016-05-24 14:37:00","2010-03-01 14:49:00","2019-00-20 04:53:00",theater2,c,517,62,false,true,check
518,volutpat,"2016-06-29 23:10:00","2019-01-13 04:42:00","2018-07-01 11:57:00",theater2,J,518,14,true,true,credit
519,pellentesque,"2019-07-29 01:59:00","2017-09-22 14:56:00","2016-01-13 04:59:00",theater1,x,519,65,false,false,check
520,augue,"2014-07-08 14:40:00","2018-09-29 13:57:00","2011-06-22 04:51:00",theater2,t,520,95,false,false,cash
521,lorem,"2014-05-17 11:27:00","2013-01-04 24:31:00","2010-04-23 14:54:00",theater1,O,521,58,false,true,credit
522,a,"2019-05-17 12:31:00","2017-01-03 14:51:00","2010-04-22 24:53:00",theater2,t,522,51,false,false,check
523,justo,"2019-02-25 24:40:00","2011-00-24 13:52:00","2017-03-25 23:51:00",theater2,q,523,31,true,false,credit
524,in,"2017-07-27 13:53:00","2018-02-23 21:54:00","2013-05-25 04:51:00",theater1,x,524,89,false,false,check
525,massa,"2017-02-06 14:29:00","2019-07-28 24:33:00","2012-03-14 24:48:00",theater2,R,525,45,false,false,cash
526,praesent,"2014-09-00 04:50:00","2013-05-07 13:54:00","2013-03-01 24:57:00",theater2,p,526,08,false,true,check
527,interdum,"2017-09-22 24:28:00","2017-06-11 24:23:00","2011-02-20 04:47:00",theater2,N,527,68,false,true,check
528,luctus,"2018-08-20 24:25:00","2018-01-00 24:53:00","2019-08-28 03:41:00",theater2,Y,528,13,false,true,credit
529,tincidunt,"2011-06-12 14:49:00","2015-06-28 24:03:00","2010-06-10 03:40:00",theater2,t,529,75,false,false,cash
530,ac,"2016-01-18 04:07:00","2017-08-01 21:59:00","2010-02-11 14:47:00",theater1,G,530,08,false,true,credit
531,rhoncus,"2017-07-24 22:11:00","2010-01-27 24:29:00","2013-02-01 23:46:00",theater1,H,531,43,true,true,check
532,ridiculus,"2010-01-16 22:27:00","2016-02-28 23:28:00","2012-06-10 03:57:00",theater2,i,532,45,true,false,cash
533,platea,"2011-04-27 12:43:00","2012-07-04 24:25:00","2012-06-21 14:54:00",theater1,Y,533,11,false,true,check
534,mauris,"2017-02-12 11:49:00","2015-07-14 04:42:00","2014-02-21 02:57:00",theater2,D,534,99,true,true,cash
535,amet,"2019-07-29 03:27:00","2019-03-12 24:47:00","2013-04-18 03:45:00",theater1,U,535,74,false,false,credit
536,libero,"2014-05-24 24:30:00","2018-08-07 03:58:00","2014-04-27 04:52:00",theater1,q,536,40,true,false,credit
537,congue,"2017-05-20 03:55:00","2011-03-27 04:59:00","2011-09-19 14:30:00",theater2,m,537,69,true,true,cash
538,mus,"2013-03-22 24:58:00","2017-00-22 14:59:00","2018-02-01 24:55:00",theater2,a,538,89,true,true,check
539,bibendum,"2010-00-08 23:57:00","2019-07-11 04:32:00","2019-09-01 24:19:00",theater2,n,539,28,false,false,credit
540,pede,"2017-05-29 24:43:00","2011-08-28 02:54:00","2011-04-07 04:49:00",theater1,J,540,01,false,true,check
541,massa,"2014-08-13 24:38:00","2011-03-25 24:47:00","2018-08-13 10:23:00",theater1,i,541,10,true,false,check
542,aenean,"2017-00-28 13:58:00","2010-06-28 04:50:00","2017-03-20 14:44:00",theater2,m,542,94,false,false,check
543,vestibulum,"2017-09-24 23:58:00","2012-09-25 20:58:00","2013-07-19 13:37:00",theater1,U,543,54,true,true,credit
544,vestibulum,"2014-07-29 24:59:00","2019-00-01 03:54:00","2012-04-12 20:49:00",theater1,v,544,51,true,true,cash
545,quisque,"2014-05-25 24:14:00","2018-00-29 23:55:00","2013-03-27 14:22:00",theater1,i,545,65,false,true,credit
546,tortor,"2011-08-13 03:47:00","2010-03-28 23:12:00","2017-07-26 23:59:00",theater2,k,546,63,true,false,credit
547,ac,"2010-04-20 24:38:00","2014-02-26 12:48:00","2010-06-01 14:33:00",theater1,t,547,96,true,true,cash
548,ante,"2017-09-24 04:53:00","2017-05-24 13:43:00","2017-01-06 13:59:00",theater2,D,548,43,true,true,cash
549,tempor,"2018-05-17 01:55:00","2019-05-24 22:51:00","2016-03-27 23:40:00",theater2,Z,549,42,true,false,credit
550,venenatis,"2016-04-26 10:50:00","2016-00-20 24:28:00","2019-05-26 04:57:00",theater2,I,550,32,true,false,credit
551,quisque,"2016-09-18 21:32:00","2012-05-22 24:53:00","2018-02-16 23:53:00",theater1,H,551,66,true,true,cash
552,praesent,"2018-08-25 04:50:00","2015-08-10 14:46:00","2012-08-20 11:50:00",theater1,v,552,02,true,false,cash
553,ullamcorper,"2015-08-07 22:46:00","2014-04-21 24:52:00","2013-07-28 13:09:00",theater2,O,553,21,true,false,credit
554,est,"2016-07-11 04:52:00","2016-07-26 13:50:00","2012-07-20 22:45:00",theater2,L,554,28,false,true,check
555,ligula,"2019-06-22 24:48:00","2010-05-21 14:44:00","2015-00-21 23:23:00",theater2,G,555,12,true,false,credit
556,posuere,"2012-08-21 12:28:00","2014-02-29 23:49:00","2014-03-14 24:56:00",theater1,O,556,27,false,true,cash
557,odio,"2016-01-15 23:57:00","2018-03-26 24:56:00","2010-03-28 14:39:00",theater2,I,557,55,true,true,cash
558,curabitur,"2017-05-05 24:50:00","2017-09-21 04:53:00","2010-08-29 10:39:00",theater2,B,558,19,true,false,cash
559,curae,"2011-02-28 24:08:00","2011-09-00 23:42:00","2015-06-20 24:50:00",theater2,I,559,61,false,true,cash
560,quam,"2013-05-12 20:49:00","2011-05-23 12:51:00","2018-06-03 24:43:00",theater2,v,560,15,false,true,check
561,enim,"2011-09-11 24:55:00","2014-09-11 04:18:00","2014-02-12 21:59:00",theater1,b,561,77,true,true,credit
562,augue,"2017-06-04 23:53:00","2017-04-06 13:55:00","2019-01-19 23:48:00",theater2,r,562,01,true,true,check
563,id,"2012-04-23 04:59:00","2010-00-16 04:20:00","2011-09-00 22:54:00",theater2,c,563,16,false,false,check
564,vestibulum,"2010-07-21 14:25:00","2016-08-26 14:47:00","2019-02-17 24:54:00",theater1,n,564,91,false,false,cash
565,vestibulum,"2019-01-28 23:08:00","2017-00-29 04:51:00","2015-08-12 04:56:00",theater2,u,565,19,false,true,cash
566,libero,"2018-02-13 24:58:00","2012-05-29 23:42:00","2015-04-16 21:59:00",theater2,n,566,65,false,true,credit
567,diam,"2015-06-08 14:05:00","2014-09-29 04:54:00","2016-02-04 14:50:00",theater2,q,567,37,false,false,credit
568,id,"2011-08-22 24:50:00","2011-01-02 14:45:00","2014-06-28 12:52:00",theater2,s,568,54,true,false,cash
569,tempus,"2012-08-20 12:58:00","2014-09-21 24:36:00","2011-00-22 24:34:00",theater1,P,569,70,false,true,check
570,imperdiet,"2017-02-25 02:56:00","2011-00-22 23:34:00","2019-02-17 23:19:00",theater1,S,570,84,true,true,check
571,morbi,"2017-00-15 23:45:00","2013-07-29 24:11:00","2019-01-22 23:59:00",theater2,s,571,14,true,false,check
572,et,"2019-09-17 23:01:00","2012-01-04 04:52:00","2019-01-11 04:40:00",theater2,Q,572,94,true,false,credit
573,magna,"2011-06-26 14:36:00","2010-01-06 24:53:00","2015-09-23 12:23:00",theater2,k,573,22,true,false,cash
574,parturient,"2012-06-19 04:42:00","2012-09-12 24:44:00","2012-07-16 14:51:00",theater1,l,574,26,false,true,credit
575,rhoncus,"2010-09-25 24:54:00","2011-01-09 22:52:00","2018-07-25 04:00:00",theater2,k,575,95,false,false,check
576,amet,"2017-00-04 12:21:00","2013-08-17 14:54:00","2019-02-10 12:44:00",theater2,C,576,40,true,true,check
577,pede,"2013-07-23 14:39:00","2018-05-22 23:00:00","2017-05-08 23:34:00",theater1,N,577,50,true,false,credit
578,in,"2016-02-01 23:26:00","2013-09-20 14:59:00","2016-05-13 22:57:00",theater1,X,578,37,true,false,cash
579,augue,"2010-08-04 24:44:00","2015-09-22 23:50:00","2017-07-12 13:30:00",theater2,f,579,35,true,true,cash
580,ante,"2013-02-13 02:57:00","2018-03-05 14:54:00","2017-06-22 23:57:00",theater1,q,580,09,false,false,cash
581,id,"2011-09-26 24:54:00","2015-08-06 24:59:00","2016-02-03 04:33:00",theater2,P,581,43,true,true,check
582,sem,"2017-01-26 24:50:00","2010-09-26 23:57:00","2018-08-11 03:41:00",theater2,y,582,88,false,false,check
583,sapien,"2011-01-12 24:21:00","2012-01-24 13:56:00","2011-08-07 24:30:00",theater1,F,583,56,false,false,check
584,quisque,"2017-09-28 24:38:00","2018-07-10 14:53:00","2016-00-22 23:50:00",theater1,D,584,69,false,false,cash
585,sapien,"2010-04-26 24:59:00","2015-01-00 20:31:00","2015-09-24 23:56:00",theater1,T,585,23,true,false,credit
586,aliquam,"2010-06-18 14:11:00","2012-03-29 11:47:00","2018-00-29 21:50:00",theater2,h,586,29,false,true,check
587,nunc,"2012-02-09 14:57:00","2011-05-06 00:55:00","2018-07-15 24:28:00",theater2,r,587,58,true,true,cash
588,in,"2015-07-24 03:10:00","2011-02-22 20:48:00","2014-08-11 24:06:00",theater2,a,588,49,false,false,credit
589,justo,"2014-04-28 23:33:00","2019-04-21 04:52:00","2010-06-17 23:53:00",theater1,W,589,54,true,false,check
590,varius,"2018-03-08 22:48:00","2010-04-22 24:51:00","2010-02-26 24:08:00",theater1,S,590,20,true,false,credit
591,pulvinar,"2011-05-22 23:56:00","2010-03-22 03:51:00","2011-01-01 04:59:00",theater2,w,591,70,false,true,check
592,elementum,"2013-02-05 20:58:00","2010-01-07 11:55:00","2018-00-24 23:18:00",theater1,U,592,28,false,true,check
593,felis,"2018-08-20 24:51:00","2018-02-03 24:01:00","2016-00-26 12:30:00",theater2,j,593,52,true,false,check
594,praesent,"2015-04-22 13:44:00","2010-00-27 21:29:00","2010-06-00 13:58:00",theater1,i,594,06,true,true,check
595,felis,"2015-05-26 23:55:00","2016-01-07 03:15:00","2012-02-18 23:56:00",theater1,M,595,74,false,true,cash
596,lacus,"2019-07-21 24:46:00","2017-07-28 13:56:00","2013-02-23 04:43:00",theater1,Z,596,46,true,false,credit
597,tincidunt,"2013-01-17 24:42:00","2015-00-15 14:59:00","2014-07-18 13:50:00",theater1,w,597,00,false,false,cash
598,quis,"2011-07-01 24:50:00","2012-05-09 22:48:00","2014-02-03 14:30:00",theater1,L,598,05,false,false,cash
599,tortor,"2019-01-02 20:53:00","2014-07-23 24:52:00","2010-05-23 02:43:00",theater2,d,599,83,true,true,cash
600,quam,"2019-09-21 02:33:00","2014-08-29 04:47:00","2011-00-01 24:35:00",theater1,S,600,87,true,true,check
601,posuere,"2015-03-23 24:45:00","2014-07-27 04:11:00","2019-07-27 22:29:00",theater2,x,601,93,false,false,cash
602,et,"2017-03-17 12:55:00","2013-08-12 24:20:00","2011-01-29 04:57:00",theater2,X,602,45,false,false,credit
603,fusce,"2012-07-07 03:59:00","2015-08-29 24:59:00","2010-06-11 24:01:00",theater1,G,603,44,true,true,check
604,mauris,"2012-06-15 24:56:00","2017-06-27 24:50:00","2017-03-12 21:07:00",theater1,j,604,94,true,false,credit
605,vel,"2017-01-17 14:54:00","2013-00-15 02:41:00","2011-09-27 04:53:00",theater2,i,605,73,true,false,cash
606,mauris,"2013-02-20 13:42:00","2011-06-04 24:47:00","2015-09-07 03:49:00",theater2,e,606,73,false,true,check
607,vestibulum,"2015-02-17 24:50:00","2018-09-24 01:43:00","2012-06-09 03:54:00",theater1,y,607,99,true,true,check
608,sagittis,"2013-05-28 01:40:00","2015-01-27 12:54:00","2017-05-26 24:54:00",theater1,q,608,18,true,true,credit
609,pede,"2012-06-16 03:56:00","2010-06-07 04:53:00","2013-01-21 14:29:00",theater1,l,609,07,false,true,credit
610,ante,"2016-09-25 24:52:00","2015-00-01 10:54:00","2019-02-28 04:53:00",theater1,r,610,52,false,false,check
611,volutpat,"2016-00-23 22:54:00","2013-02-20 04:45:00","2014-01-06 24:48:00",theater1,S,611,77,false,false,credit
612,quis,"2018-03-19 22:57:00","2010-08-05 14:54:00","2014-09-19 04:34:00",theater1,I,612,82,false,true,check
613,dapibus,"2013-06-01 24:53:00","2015-08-28 21:49:00","2014-05-04 04:35:00",theater1,b,613,31,true,false,credit
614,aenean,"2013-05-24 14:52:00","2011-05-27 14:55:00","2012-05-26 04:56:00",theater1,O,614,65,true,true,credit
615,eu,"2017-06-08 14:44:00","2015-06-24 00:52:00","2017-02-10 24:38:00",theater1,w,615,57,true,true,check
616,placerat,"2016-08-24 24:51:00","2017-04-22 02:41:00","2016-07-17 04:58:00",theater1,D,616,69,false,false,check
617,venenatis,"2019-05-10 13:39:00","2012-02-21 22:43:00","2017-06-16 24:58:00",theater1,u,617,34,false,true,credit
618,ac,"2017-02-14 24:52:00","2014-04-11 13:44:00","2010-00-08 24:48:00",theater1,W,618,50,false,true,check
619,dui,"2017-04-23 24:46:00","2019-03-20 24:09:00","2019-06-03 24:58:00",theater2,N,619,95,false,false,cash
620,orci,"2016-03-25 00:27:00","2013-07-08 04:30:00","2018-04-27 12:52:00",theater2,S,620,42,true,true,cash
621,nulla,"2014-08-07 22:53:00","2010-08-09 02:59:00","2016-00-06 10:52:00",theater2,h,621,01,true,false,credit
622,tempus,"2018-02-24 14:52:00","2010-03-00 23:55:00","2016-04-16 24:41:00",theater1,Z,622,94,true,true,cash
623,nulla,"2019-02-10 02:52:00","2011-01-15 04:42:00","2017-05-04 24:56:00",theater1,e,623,86,false,true,credit
624,lobortis,"2015-05-20 01:08:00","2015-05-21 24:44:00","2010-05-22 00:51:00",theater1,n,624,16,true,false,credit
625,aliquam,"2011-01-23 20:52:00","2013-08-11 24:52:00","2018-06-13 20:59:00",theater2,i,625,37,false,false,credit
626,vel,"2011-02-25 22:57:00","2013-04-24 20:50:00","2011-00-18 02:47:00",theater2,X,626,92,false,true,check
627,sed,"2016-08-22 04:56:00","2018-00-25 02:58:00","2012-09-04 24:25:00",theater2,p,627,58,true,true,cash
628,lorem,"2017-03-18 04:22:00","2012-01-23 24:52:00","2015-04-27 22:40:00",theater2,x,628,25,true,true,credit
629,porttitor,"2019-04-28 24:41:00","2011-02-11 14:53:00","2014-02-28 13:37:00",theater2,R,629,03,true,false,cash
630,volutpat,"2016-01-08 14:44:00","2011-02-13 23:55:00","2012-01-01 01:40:00",theater1,u,630,36,false,true,credit
631,pharetra,"2019-06-25 04:55:00","2016-02-14 24:41:00","2018-02-12 22:57:00",theater1,v,631,29,true,false,check
632,eu,"2012-06-28 01:58:00","2019-07-21 04:37:00","2012-05-14 21:52:00",theater1,s,632,10,true,true,cash
633,vestibulum,"2013-09-23 23:34:00","2013-00-22 04:57:00","2018-08-15 24:51:00",theater2,b,633,64,false,false,cash
634,nisi,"2014-02-26 04:59:00","2015-00-23 02:41:00","2010-02-02 04:32:00",theater2,P,634,29,true,false,cash
635,in,"2011-03-29 24:50:00","2015-01-08 23:49:00","2011-02-20 23:41:00",theater1,l,635,44,true,false,cash
636,suscipit,"2017-07-15 13:57:00","2017-01-14 13:20:00","2017-00-15 03:56:00",theater1,u,636,43,true,true,credit
637,sed,"2011-07-23 13:42:00","2013-04-11 00:32:00","2019-01-27 24:21:00",theater1,r,637,46,false,false,check
638,lorem,"2012-07-00 14:49:00","2012-00-10 11:57:00","2012-02-21 24:50:00",theater1,L,638,78,false,false,check
639,aliquam,"2012-00-03 20:39:00","2016-00-14 13:49:00","2011-04-05 13:22:00",theater2,h,639,41,false,false,credit
640,lacinia,"2011-07-11 24:55:00","2011-01-26 03:45:00","2012-09-29 14:34:00",theater2,z,640,71,false,true,cash
641,rhoncus,"2014-06-23 14:51:00","2013-00-03 20:42:00","2019-03-28 04:30:00",theater2,a,641,12,true,false,check
642,in,"2010-03-22 12:05:00","2014-07-10 24:46:00","2012-08-23 22:50:00",theater1,v,642,43,false,true,check
643,aliquet,"2017-07-22 04:33:00","2010-03-28 24:36:00","2014-01-05 14:37:00",theater2,W,643,18,false,false,cash
644,donec,"2012-02-05 04:27:00","2019-01-28 24:40:00","2013-04-25 03:51:00",theater2,b,644,05,true,true,check
645,porttitor,"2014-07-29 13:39:00","2019-03-22 22:50:00","2018-02-13 04:55:00",theater1,K,645,13,false,false,check
646,leo,"2015-08-15 04:55:00","2012-04-22 12:58:00","2016-05-17 21:49:00",theater2,g,646,43,true,false,credit
647,nam,"2018-02-17 24:58:00","2010-02-17 24:41:00","2018-09-04 23:46:00",theater1,U,647,93,true,false,cash
648,magnis,"2010-08-26 13:56:00","2017-01-23 00:08:00","2014-01-04 23:56:00",theater2,X,648,85,false,false,check
649,sit,"2015-09-17 10:53:00","2011-02-22 23:49:00","2019-00-21 23:55:00",theater1,K,649,26,false,false,cash
650,ligula,"2010-09-20 14:53:00","2016-02-20 02:51:00","2019-04-16 24:13:00",theater1,W,650,56,true,true,cash
651,nec,"2014-08-12 23:29:00","2013-05-24 14:43:00","2016-02-01 04:41:00",theater2,B,651,71,false,false,check
652,ultricies,"2013-02-12 24:34:00","2013-09-25 04:36:00","2018-01-17 21:59:00",theater1,S,652,32,true,true,credit
653,morbi,"2015-07-26 24:22:00","2015-06-09 04:59:00","2010-09-23 01:39:00",theater2,J,653,15,false,false,credit
654,nec,"2017-09-27 22:35:00","2016-00-23 24:51:00","2016-02-08 04:14:00",theater2,X,654,20,false,false,credit
655,sit,"2012-02-06 24:44:00","2013-06-09 22:34:00","2018-01-07 14:43:00",theater1,F,655,74,true,false,credit
656,suspendisse,"2013-04-29 02:12:00","2019-09-06 04:32:00","2013-06-24 04:56:00",theater2,i,656,64,true,false,check
657,ut,"2012-07-15 10:52:00","2011-01-20 20:55:00","2019-05-14 10:50:00",theater2,j,657,16,false,true,credit
658,duis,"2018-09-22 23:59:00","2013-06-21 14:59:00","2018-08-26 03:12:00",theater2,G,658,48,false,false,cash
659,risus,"2011-00-11 04:48:00","2017-05-14 23:23:00","2016-09-22 23:56:00",theater2,v,659,02,true,false,credit
660,aenean,"2017-06-07 02:41:00","2015-06-24 04:50:00","2010-00-22 24:33:00",theater2,a,660,87,false,true,cash
661,cubilia,"2015-02-03 14:48:00","2013-03-07 12:50:00","2017-05-23 23:31:00",theater2,H,661,51,true,true,check
662,varius,"2017-00-04 22:54:00","2017-05-23 20:51:00","2013-09-14 24:56:00",theater1,D,662,54,true,true,credit
663,parturient,"2012-04-22 04:55:00","2011-01-05 13:45:00","2017-04-06 11:59:00",theater2,I,663,52,true,true,check
664,mi,"2011-04-25 14:37:00","2014-03-00 03:43:00","2016-08-10 24:48:00",theater2,C,664,52,false,false,check
665,luctus,"2014-04-25 24:57:00","2015-06-24 13:43:00","2011-03-20 23:55:00",theater2,X,665,33,false,false,cash
666,id,"2016-09-23 23:36:00","2018-00-25 04:51:00","2016-05-20 03:43:00",theater1,p,666,06,false,false,check
667,tortor,"2010-09-27 23:57:00","2013-09-03 24:56:00","2016-05-06 04:31:00",theater2,u,667,73,false,true,check
668,molestie,"2016-04-25 14:56:00","2011-09-22 14:41:00","2012-07-22 01:25:00",theater2,Q,668,20,false,false,credit
